Batch	m_SP	5	W1	W2	Pr1	Pr2	Pr3							
0.002385931	0.203584	0.1	0.002385931	1.579607e-05	0.1	0.002385931	0.2065297	0.1	0.002385931	0.1916355	0.1	0.002385931	3.487438e-05	0.1
0.002650049	0.1779286	0.1	0.002650049	1.425941e-05	0.1	0.002650049	0.2124941	0.1	0.002650049	0.1985021	0.1	0.002650049	3.227581e-05	0.1
0.002914168	0.1563176	0.1	0.002914168	1.296977e-05	0.1	0.002914168	0.2173317	0.1	0.002914168	0.204473	0.1	0.002914168	2.999626e-05	0.1
0.003178286	0.1380143	0.1	0.003178286	1.187967e-05	0.1	0.003178286	0.2212439	0.1	0.003178286	0.2097151	0.1	0.003178286	2.798472e-05	0.1
0.003363169	0.1268549	0.1	0.003363169	1.121529e-05	0.1	0.003363169	0.2235184	0.1	0.003363169	0.2130219	0.1	0.003363169	2.671426e-05	0.1
0.003495228	0.11961	0.1	0.003495228	1.078374e-05	0.1	0.003495228	0.2249387	0.1	0.003495228	0.2152251	0.1	0.003495228	2.586868e-05	0.1
0.003627287	0.1129105	0.1	0.003627287	1.038432e-05	0.1	0.003627287	0.2262053	0.1	0.003627287	0.2173092	0.1	0.003627287	2.507053e-05	0.1
0.003813214	0.1043142	0.1	0.003813214	9.870948e-06	0.1	0.003813214	0.2277528	0.1	0.003813214	0.2200612	0.1	0.003813214	2.402094e-05	0.1
0.004022657	0.09567323	0.1	0.004022657	9.353399e-06	0.1	0.004022657	0.2292014	0.1	0.004022657	0.2229343	0.1	0.004022657	2.293337e-05	0.1
0.004247776	0.08746292	0.1	0.004247776	8.85951e-06	0.1	0.004247776	0.230454	0.1	0.004247776	0.2257883	0.1	0.004247776	2.186529e-05	0.1
0.004472895	0.08022363	0.1	0.004472895	8.421531e-06	0.1	0.004472895	0.2314319	0.1	0.004472895	0.2284311	0.1	0.004472895	2.089122e-05	0.1
0.004698014	0.07382857	0.1	0.004698014	8.031912e-06	0.1	0.004698014	0.2321713	0.1	0.004698014	0.2308904	0.1	0.004698014	2.000181e-05	0.1
0.004941848	0.06772908	0.1	0.004941848	7.657074e-06	0.1	0.004941848	0.2327385	0.1	0.004941848	0.233374	0.1	0.004941848	1.912454e-05	0.1
0.005213756	0.06180278	0.1	0.005213756	7.288801e-06	0.1	0.005213756	0.2331245	0.1	0.005213756	0.2359522	0.1	0.005213756	1.824106e-05	0.1
0.005458472	0.05714898	0.1	0.005458472	6.995845e-06	0.1	0.005458472	0.233281	0.1	0.005458472	0.2381235	0.1	0.005458472	1.752266e-05	0.1
0.005594426	0.05480865	0.1	0.005594426	6.846937e-06	0.1	0.005594426	0.2332994	0.1	0.005594426	0.2392757	0.1	0.005594426	1.715224e-05	0.1
0.005689593	0.05326546	0.1	0.005689593	6.748064e-06	0.1	0.005689593	0.2332858	0.1	0.005689593	0.2400612	0.1	0.005689593	1.690436e-05	0.1
0.005771166	0.05200142	0.1	0.005771166	6.666626e-06	0.1	0.005771166	0.2332579	0.1	0.005771166	0.2407214	0.1	0.005771166	1.669906e-05	0.1
0.005907119	0.05000822	0.1	0.005907119	6.537294e-06	0.1	0.005907119	0.2331798	0.1	0.005907119	0.2417964	0.1	0.005907119	1.6371e-05	0.1
0.00613103	0.04701035	0.1	0.00613103	6.340338e-06	0.1	0.00613103	0.2329727	0.1	0.00613103	0.2435031	0.1	0.00613103	1.586691e-05	0.1
0.006379568	0.04405366	0.1	0.006379568	6.142615e-06	0.1	0.006379568	0.2326412	0.1	0.006379568	0.2453136	0.1	0.006379568	1.535605e-05	0.1
0.006665045	0.0410764	0.1	0.006665045	5.939114e-06	0.1	0.006665045	0.2321469	0.1	0.006665045	0.2472971	0.1	0.006665045	1.482638e-05	0.1
0.006950522	0.03848486	0.1	0.006950522	5.757382e-06	0.1	0.006950522	0.2315496	0.1	0.006950522	0.2491907	0.1	0.006950522	1.435145e-05	0.1
0.007236	0.03622368	0.1	0.007236	5.594341e-06	0.1	0.007236	0.2308657	0.1	0.007236	0.2510058	0.1	0.007236	1.392533e-05	0.1
0.007521477	0.03424587	0.1	0.007521477	5.447384e-06	0.1	0.007521477	0.230109	0.1	0.007521477	0.2527518	0.1	0.007521477	1.354271e-05	0.1
0.007806954	0.03251142	0.1	0.007806954	5.314299e-06	0.1	0.007806954	0.2292914	0.1	0.007806954	0.2544371	0.1	0.007806954	1.319882e-05	0.1
0.008092431	0.03098623	0.1	0.008092431	5.193205e-06	0.1	0.008092431	0.228423	0.1	0.008092431	0.2560684	0.1	0.008092431	1.288935e-05	0.1
0.008377909	0.02964118	0.1	0.008377909	5.082499e-06	0.1	0.008377909	0.2275127	0.1	0.008377909	0.2576516	0.1	0.008377909	1.261047e-05	0.1
0.008663386	0.02845137	0.1	0.008663386	4.980809e-06	0.1	0.008663386	0.2265677	0.1	0.008663386	0.2591918	0.1	0.008663386	1.235873e-05	0.1
0.008948863	0.02739547	0.1	0.008948863	4.886965e-06	0.1	0.008948863	0.2255945	0.1	0.008948863	0.2606932	0.1	0.008948863	1.213103e-05	0.1
0.009234341	0.02645521	0.1	0.009234341	4.79996e-06	0.1	0.009234341	0.2245985	0.1	0.009234341	0.2621596	0.1	0.009234341	1.192462e-05	0.1
0.009519818	0.0256149	0.1	0.009519818	4.718932e-06	0.1	0.009519818	0.2235843	0.1	0.009519818	0.2635941	0.1	0.009519818	1.173701e-05	0.1
0.009831082	0.02479685	0.1	0.009831082	4.636528e-06	0.1	0.009831082	0.2224626	0.1	0.009831082	0.2651251	0.1	0.009831082	1.155134e-05	0.1
0.01018103	0.02398152	0.1	0.01018103	4.5503e-06	0.1	0.01018103	0.2211869	0.1	0.01018103	0.2668087	0.1	0.01018103	1.136308e-05	0.1
0.01053097	0.02325963	0.1	0.01053097	4.469922e-06	0.1	0.01053097	0.2199008	0.1	0.01053097	0.268456	0.1	0.01053097	1.119351e-05	0.1
0.01088091	0.02261635	0.1	0.01088091	4.394572e-06	0.1	0.01088091	0.2186086	0.1	0.01088091	0.27007	0.1	0.01088091	1.103997e-05	0.1
0.01123086	0.02203936	0.1	0.01123086	4.323563e-06	0.1	0.01123086	0.2173138	0.1	0.01123086	0.2716534	0.1	0.01123086	1.090016e-05	0.1
0.0115808	0.02151836	0.1	0.0115808	4.256319e-06	0.1	0.0115808	0.2160195	0.1	0.0115808	0.2732084	0.1	0.0115808	1.077211e-05	0.1
0.01195937	0.02100791	0.1	0.01195937	4.18726e-06	0.1	0.01195937	0.2146226	0.1	0.01195937	0.2748607	0.1	0.01195937	1.064488e-05	0.1
0.01238087	0.02049394	0.1	0.01238087	4.114272e-06	0.1	0.01238087	0.2130742	0.1	0.01238087	0.2766662	0.1	0.01238087	1.051492e-05	0.1
0.01280238	0.02002752	0.1	0.01280238	4.044842e-06	0.1	0.01280238	0.2115357	0.1	0.01280238	0.2784381	0.1	0.01280238	1.039528e-05	0.1
0.01322388	0.01960049	0.1	0.01322388	3.978499e-06	0.1	0.01322388	0.2100092	0.1	0.01322388	0.2801783	0.1	0.01322388	1.028426e-05	0.1
0.01364539	0.01920624	0.1	0.01364539	3.914857e-06	0.1	0.01364539	0.2084964	0.1	0.01364539	0.2818883	0.1	0.01364539	1.018046e-05	0.1
0.01406689	0.01883944	0.1	0.01406689	3.853601e-06	0.1	0.01406689	0.2069984	0.1	0.01406689	0.2835698	0.1	0.01406689	1.008274e-05	0.1
0.01453993	0.01845515	0.1	0.01453993	3.787377e-06	0.1	0.01453993	0.2053362	0.1	0.01453993	0.2854244	0.1	0.01453993	9.97913e-06	0.1
0.01504733	0.01806981	0.1	0.01504733	3.718982e-06	0.1	0.01504733	0.2035763	0.1	0.01504733	0.2873771	0.1	0.01504733	9.873961e-06	0.1
0.01555472	0.01770765	0.1	0.01555472	3.653027e-06	0.1	0.01555472	0.2018411	0.1	0.01555472	0.2892935	0.1	0.01555472	9.773931e-06	0.1
0.01606212	0.01736495	0.1	0.01606212	3.589271e-06	0.1	0.01606212	0.200131	0.1	0.01606212	0.291175	0.1	0.01606212	9.678208e-06	0.1
0.01656952	0.0170388	0.1	0.01656952	3.527519e-06	0.1	0.01656952	0.1984463	0.1	0.01656952	0.293023	0.1	0.01656952	9.586133e-06	0.1
0.01718016	0.01666504	0.1	0.01718016	3.455634e-06	0.1	0.01718016	0.1964522	0.1	0.01718016	0.2952041	0.1	0.01718016	9.479433e-06	0.1
0.0177908	0.01630886	0.1	0.0177908	3.386193e-06	0.1	0.0177908	0.1944946	0.1	0.0177908	0.2973399	0.1	0.0177908	9.376566e-06	0.1
0.01840144	0.01596791	0.1	0.01840144	3.31901e-06	0.1	0.01840144	0.1925729	0.1	0.01840144	0.2994322	0.1	0.01840144	9.276996e-06	0.1
0.01903669	0.01562744	0.1	0.01903669	3.251354e-06	0.1	0.01903669	0.1906114	0.1	0.01903669	0.3015641	0.1	0.01903669	9.176472e-06	0.1
0.01977041	0.01525023	0.1	0.01977041	3.175862e-06	0.1	0.01977041	0.1883925	0.1	0.01977041	0.3039718	0.1	0.01977041	9.063801e-06	0.1
0.02050413	0.01488843	0.1	0.02050413	3.103035e-06	0.1	0.02050413	0.1862224	0.1	0.02050413	0.3063229	0.1	0.02050413	8.954418e-06	0.1
0.02123785	0.01454061	0.1	0.02123785	3.032716e-06	0.1	0.02123785	0.1840999	0.1	0.02123785	0.3086194	0.1	0.02123785	8.848015e-06	0.1
0.02197157	0.01420562	0.1	0.02197157	2.964767e-06	0.1	0.02197157	0.1820236	0.1	0.02197157	0.3108634	0.1	0.02197157	8.744349e-06	0.1
0.02291526	0.01379219	0.1	0.02291526	2.880666e-06	0.1	0.02291526	0.1794187	0.1	0.02291526	0.3136751	0.1	0.02291526	8.614747e-06	0.1
0.02385894	0.01339691	0.1	0.02385894	2.80006e-06	0.1	0.02385894	0.1768852	0.1	0.02385894	0.3164064	0.1	0.02385894	8.489054e-06	0.1
0.02484208	0.01300302	0.1	0.02484208	2.719582e-06	0.1	0.02484208	0.1743187	0.1	0.02484208	0.3191701	0.1	0.02484208	8.361995e-06	0.1
0.02598305	0.0125672	0.1	0.02598305	2.63039e-06	0.1	0.02598305	0.1714295	0.1	0.02598305	0.3222774	0.1	0.02598305	8.219219e-06	0.1
0.02712402	0.01215271	0.1	0.02712402	2.545439e-06	0.1	0.02712402	0.1686321	0.1	0.02712402	0.3252822	0.1	0.02712402	8.081185e-06	0.1
0.02846358	0.01169136	0.1	0.02846358	2.450756e-06	0.1	0.02846358	0.1654592	0.1	0.02846358	0.328686	0.1	0.02846358	7.924832e-06	0.1
0.0298528	0.01123966	0.1	0.0298528	2.357934e-06	0.1	0.0298528	0.1622893	0.1	0.0298528	0.3320819	0.1	0.0298528	7.768819e-06	0.1
0.03124201	0.01081318	0.1	0.03124201	2.270188e-06	0.1	0.03124201	0.1592357	0.1	0.03124201	0.3353489	0.1	0.03124201	7.6187e-06	0.1
0.03297939	0.01031251	0.1	0.03297939	2.167049e-06	0.1	0.03297939	0.1555711	0.1	0.03297939	0.3392641	0.1	0.03297939	7.438741e-06	0.1
